ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Sigchange,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital,Website,BusinessScope
102603,201000000827 ,002113,天润数娱,2017-12-31,互联网和相关服务,I64,湖南省岳阳市九华山二号,湖南省岳阳市岳阳大道兴长大厦六楼,414000,江峰,0730-8961198,0730-8961178,trkg002113@163.com,刘湘胜,91430600712192602N,报告期内公司无收购及出售资产、吸收合并事项,29.38795193,113.0996095,CNE000001QY0,湖南天润数字娱乐文化传媒股份有限公司,麦少军,1989-04-02 00:00:00.,,901584077.00 ,www.trfz.com,"互联网信息服务,软件开发及技术转让、技术服务,信息技术咨询服务,广告的制作、发布及代理,尿素、液氨、甲醇、农用碳酸氢铵及复合肥、政策允许的化工产品、化工原料(以上两项不含危险化学品和易制毒化学品)、金属材料、建筑材料、电子产品(不含无线电管制器材和卫星地面接收设施)、矿产品的销售,塑料包装产品的生产及销售,房地产开发,物业管理、物业租赁,房屋、场地、机械设备的租赁,酒店管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)主要产品或提供的劳务:物业租赁服务,移动网络游戏的研发和运营,游戏发行及推广服务,优易付计费服务及互联网广告精准投放业务。"
102604,201000000828 ,002114,罗平锌电,2017-12-31,有色金属冶炼及压延加工业,C32,云南省曲靖市罗平县罗雄镇九龙大道南段,云南省曲靖市罗平县罗雄镇长家湾,655800,喻永贤,0874-8256825,0874-8256039,yu_yx@china.com,喻永贤,915300007098268547,报告期内公司无收购及出售资产、吸收合并事项,104.308587,24.88456479,CNE000001R01,云南罗平锌电股份有限公司,杨建兴,2000-12-21 00:00:00.,,323395267.00 ,www.lpxdgf.cn,"锌锭、镉锭、锌精矿、铅精矿、氧化锌粉、金属硅、水利发电、经营本企业自产产品及技术的出口业务;经营本企业生产所需原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务(国家限定公司经营和国家禁止进出口的商品及技术除外);经营进料加工和“三来一补”业务,金属锌粉、锌合金、装饰材料;铅锌矿的开采、加工、贸易(以上经营范围中涉及国家法律、行政法规规定的专项审批,按审批的项目和时限开展经营活动)。"
102449,201000000829 ,002115,三维通信,2017-12-31,计算机、通信和其他电子设备制造业,C39,浙江省杭州市滨江区火炬大道581号,浙江省杭州市滨江区火炬大道581号,310053,汪剑,0571-88923377,0571-88923377,zqb@sunwave.com.cn,李冠雄,91330000142919290Q,"出售重大股权情况:交易对方:深圳市鑫联波通信科技有限公司;被出售股权:紫光天线全部股权;出售日:2017年06月28日;交易价格(万元):2,450;出售对公司的影响:增加本期归属于母公司净利润约1,091万元;股权出售为上市公司贡献的净利润占净利润总额的比例:23.09%;股权出售定价原则:市场定价原则;是否为关联交易:否;与交易对方的关联关系:无;所涉及的股权是否已全部过户:是;是否按计划如期实施,如未按计划实施,应当说明原因及公司已采取的措施:是;披露日期:2017年06月29日;披露索引:公告编号:2017-069",30.18705731,120.1647057,CNE000001R19,三维通信股份有限公司,李越伦,2004-03-18 00:00:00.,,509392331.00 ,www.sunwave.com.cn,"通信工程和网络工程的系统集成,网络技术服务,软件的开发及技术服务,通信设备、无线广播电视发射设备、无线电发射与接受设备的研发、生产和销售,以及互联网广告投放业务。主要产品:无线网络优化覆盖设备及解决方案、网优服务、网优产品、无源器件、数字电视发射机等。"
102450,201000000830 ,002116,中国海诚,2017-12-31,专业技术服务业,M74,上海市宝庆路21号,上海市宝庆路21号,200031,胡小平,021-64314018,021-64334045,haisum@haisum.com,杨艳卫,91310000425011944Y,报告期内公司无收购及出售资产、吸收合并事项,121.4502132,31.21010492,CNE000001R27,中国海诚工程科技股份有限公司,徐大同,2002-12-02 00:00:00.,,417628938.00 ,www.haisum.com,"本集团是我国轻工行业最大的提供设计、咨询、监理等工程技术服务和工程总承包服务的综合性工程公司,目前已形成包括工程设计、咨询、安装施工、采购、试车在内的工程项目建设完整业务链,能为业主提供工程建设全过程服务。业务领域涵盖轻纺、建筑、城市规划、商物粮、电子通讯、化工石化医药、机械、农林、市政公用、电力、环境工程、环境影响评价等行业,客户遍及亚、欧、非、美及大洋洲等地。本集团在轻工工程建设领域,具备竞争优势的业务领域包括制浆造纸、食品发酵、制糖及日用化工等细分行业,在国内大中型轻工业建设领域处于主导地位。本集团在继续拓展国内市场的同时,积极开拓境外以轻工为主的制造业及建筑领域的工程建设市场。"
102523,201000000831 ,002117,东港股份,2017-12-31,印刷和记录媒介复制业,C23,山东省济南市山大北路23号,山东省济南市山大北路23号,250100,齐利国,0531-88904590,0531-82672218,Qi-liguo@tungkong.com.cn,阮永城,91370000613207311A,报告期内公司无收购及出售资产、吸收合并事项,117.0699628,36.68001778,CNE000001R35,东港股份有限公司,王爱先,2002-12-30 00:00:00.,,363777614.00 ,www.tungkong.com.cn,"出版物、包装装潢印刷品及其他印刷品印刷;办公用纸、纸制品的生产;高档纸张的防伪处理,磁卡、IC卡、智能卡、识别卡和智能标签、印刷器材、电子设备及产品、办公自动化设备及产品、电子元器件、软件产品的开发、生产,销售本公司生产的产品;信息系统集成工程及技术服务,数据及信息处理服务,科技信息咨询服务;从事上述产品的批发;图书期刊、音像制品、电子出版物的批发及网络销售;档案存储及数字化加工服务,档案管理、咨询服务;代理广告业务;接受金融机构委托从事金融业务流程外包;技术进出口,自有房屋租赁;经国家密码管理机构批准的商用密码产品开发、生产,销售经国家密码管理局批准并通过指定检测机构产品质量检测的商用密码产品(以上两项有效期以许可证为准);自助终端设备的开发、生产、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
102524,201000000832 ,002118,紫鑫药业,2017-12-31,医药制造业,C27,吉林省通化市柳河县英利路88号,吉林省长春市南关区东头道街137号,130041,张万恒,0431-81916633,0431-88698366,zixin@zxpc.cc,邵旭,9122000070222720XH,报告期内公司无收购及出售资产、吸收合并事项,125.3528267,43.88728842,CNE000001R43,吉林紫鑫药业股份有限公司,郭春林,2001-02-23 00:00:00.,,1280759826.00 ,www.jilinzixin.com.cn,"加工销售中成药,化学药制剂(口服液,片剂,胶囊),药材原料,针织品加工,种养殖业;设计,制作,代理电视,报纸,灯箱,路牌广告业务;经营本企业自产产品及相关技术的出口业务(国家限定公司经营或禁止出口的商品除外);经营本企业生产科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务(国家限定公司经营或禁止进口的商品除外);经营本企业的进料加工和“三来一补”业务;生产脱脂棉球;土特产品销售。***(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
102554,201000000833 ,002119,康强电子,2017-12-31,计算机、通信和其他电子设备制造业,C39,浙江省宁波市鄞州投资创业中心金源路988号,浙江省宁波市鄞州投资创业中心金源路988号,315105,赵勤攻,0574-56807119,0574-56807088,board@kangqiang.com,杜云丽,91330200610260897L,报告期内公司无收购及出售资产、吸收合并事项,121.5966442,29.81678423,CNE000001R50,宁波康强电子股份有限公司,郑康定,2002-10-28 00:00:00.,,206200000.00 ,www.kangqiang.com,"制造和销售各种引线框架及半导体元器件,半导体元器件键合金丝和蒸发用金丝,键合铜丝,合金铜丝,智能卡载带,提供售后服务;自营和代理各类商品和技术的进出口。主要产品:引线框架、键合金丝、键合铜丝、合金铜丝等。"
102556,201000000835 ,002120,韵达股份,2017-12-31,邮政业,G60,浙江省慈溪市崇寿镇永清南路8号,上海市青浦区盈港东路6679号,201700,符勤,021-39296789,021-23296863,ir@yundaex.com,杨红波,91330200144745634H,报告期内公司无收购及出售资产、吸收合并事项,121.1731093,31.16095823,CNE100000015,韵达控股股份有限公司,聂腾云,1996-04-05 00:00:00.,,1217253678.00 ,www.yundaex.com,"国内快递(邮政企业专营业务除外),国内航空运输代理,普通货运,仓储服务,汽车租赁服务,实业投资等。"
102620,201000000836 ,002121,科陆电子,2017-12-31,仪器仪表制造业,C40,广东省深圳市光明新区观光路3009号招商局光明科技园A6栋2A,广东省深圳市南山区高新技术产业园北区宝深路科陆大厦,518057,黄幼平,0755-26719528,0755-26719679,huangyouping@szclou.com,古文,91440300279261223W,"出售重大股权情况:交易对方:深圳市金粤投资有限公司、中天润邦信息技术有限公司;江西省水投能源发展有限公司;浚信工业(深圳)有限公司;安徽中鼎密封件股份有限公司;被出售股权:深圳市科陆鸿陆技术有限公司85%股权;分宜县陆辉光伏发电有限公司100%股权;北京国能电池科技股份有限公司1.4571%股权;北京国能电池科技股份有限公司1.2030%股权;出售日:42914;2017年03月29日;2017年09月27日;2017年10月18日;交易价格(万元):17,000;10,963.94;10,200;8,421.05;本期初起至出售日该股权为上市公司贡献的净利润(万元):522.76;256.88;-;-;出售对公司的影响:为报告期贡献利润10851.39万元;为报告期贡献利润3577.47万元;为报告期贡献利润7868.93万元;为报告期贡献利润6450.67万元;股权出售为上市公司贡献的净利润占净利润总额的比例:23.61%;7.79%;17.12%;14.04%;股权出售定价原则:参考市场价格;参考市场价格;参考市场价格;参考市场价格;是否为关联交易:是;否;否;否;与交易对方的关联关系:金粤投资为公司控股股东、实际控制人、董事长兼总裁饶陆华先生投资设立的企业;不存在关联关系;不存在关联关系;不存在关联关系;所涉及的股权是否已全部过户:是;是;是;是;是否按计划如期实施,如未按计划实施,应当说明原因及公司已采取的措施:是;是;是;是;披露日期:42896;2017年03月29日;2017年09月14日;2017年09月19日;披露索引:详见公司在《证券时报》、《中国证券报》及巨潮资讯网披露的《关于转让控股子公司股权暨关联交易的公告》;详见公司在《证券时报》、《中国证券报》及巨潮资讯网披露的《关于转让子公司分宜县陆辉光伏发电有限公司股权的公告》;详见公司在《证券时报》、《中国证券报》及巨潮资讯网披露的《关于转让北京国能电池科技有限公司部分股权的公告》;详见公司在《证券时报》、《中国证券报》及巨潮资讯网披露的《关于向安徽中鼎密封件股份有限公司转让北京国能电池科技有限公司部分股权的公告》",113.9417605,22.56128824,CNE100000023,深圳市科陆电子科技股份有限公司,饶陆华,2000-11-30 00:00:00.,,1406655936.00 ,www.szclou.com,"一般经营项目:电力测量仪器仪表及检查装置、电子式电能表、用电管理系统及设备、配电自动化设备及监测系统、变电站自动化、自动化生产检定系统及设备、自动化工程安装、智能变电站监控设备、继电保护装置、互感器、高压计量表、数字化电能表、手持抄表器、手持终端(PDA)、缴费终端及系统、缴费POS机及系统、封印、中高压开关及智能化设备、电动汽车充/换电站及充/换电设备及系统、电动汽车充/换电设备检定装置、箱式移动电池储能电站、储能单元、高中低压变频器、电能质量监测与控制设备、电力监测装置和自动化系统、无功补偿器(SVG/SVC/STATCOM)、风电变流器、光伏逆变器、离网/并网光伏发电设备、离网/并网光伏电站设计、安装、运营;射频识别系统及设备、直流电源、逆变电源、通信电源、UPS不间断电源、电力操作电源及控制设备、化学储能电池、电能计量箱(屏)、电能表周转箱、环网柜、物流系统集成(自动化仓储、订单拣选、配送)、自动化系统集成及装备的研发、规划、设计、销售、技术咨询及技术服务(生产项目由分支机构经营,另行申办营业执照);物流供应链规划、设计及咨询;自动化制造工艺系统研发及系统集成;软件系统开发、系统集成、销售及服务;软件工程及系统维护;能源服务工程;电力工程施工、机电工程施工、电子与智能化工程施工、承装(修、试)电力设施;电子通讯设备、物联网系统及产品、储能系统、电池管理系统、储能监控系统、储能能量管理系统、直流电源系统、电动汽车BMS系统、电动汽车充电站监控系统、高压计量箱、直流电能表、四表合一系统及设备、通讯模块、电子电气测量设备及相关集成软硬件系统、气体报警器、电动汽车电机控制器、电动汽车充电运营、风电系统及设备、光伏系统及设备、储能设备、高压开关设备、高低压成套设备、智能控制箱、自动识别产品、光伏储能发电设备、雕刻机、变频成套设备、动力电池化成测试装置、高压计量设备的研发、生产(生产项目证照另行申报)及销售;智慧水务平台及水表、气表、热量表的生产、研发及销售;微电网系统与解决方案、新能源充放电整体解决方案的研发、生产和销售;电力安装工程施工;自有房屋租赁;兴办实业(具体项目另行申报);经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营)。许可经营项目:塑胶产品二次加工;模具的研发、生产及销售;电动汽车充电运营、离网/并网光伏电站运营(根据国家规定须要审批的,取得批准后方可经营)。主要产品为:1、智能电网:智能用电产品、智能配变电产品、智慧电力工业产品、电力工程及技术服务等。2、储能:新能源发电辅助设备、储能系统设施、电池总成等。3、综合能源管理及服务:能源管理、新能源车桩运营等。4、智慧城市。5、物业。6、金融业务。"
102478,201000000837 ,002122,天马股份,2017-12-31,通用设备制造业,C34,浙江省杭州市石祥路202号,北京市海淀区信息路18号上地创新大厦,100085,王薇,010-59065226,010-59065515,dsh@igalaxyinternet.com,杨柳,9133000074506480XD,"出售重大股权情况:交易对方:浙江天马电梯有限公司;霍尔果斯天马创业投资集团有限公司;浙江天马电梯有限公司;浙江天马电梯有限公司;被出售股权:北京天马轴承有限公司;浙江天马轴承集团有限公司;贵州天马虹山轴承有限公司100%股权;成都天马精密机械有限公司100%股权;出售日:2017年09月28日;2017年12月28日;42900;2017年06月06日;交易价格(万元):25,382.19;106,800.63;24328.74;14,629.25;本期初起至出售日该股权为上市公司贡献的净利润(万元):12,196.27;10,595.77;641.27;1,004.99;出售对公司的影响:无重大影响;无重大影响;无重大影响;无重大影响;股权出售为上市公司贡献的净利润占净利润总额的比例:90.23%;78.39%;-42.89%;-31.41%;股权出售定价原则:资产评估基准日2016年9月30日;资产评估基准日2017年8月31日;资产评估基准日2016年9月30日;资产评估基准日2017年1月31日;是否为关联交易:否;否;是;是;与交易对方的关联关系:公司第二大股东霍尔果斯天马创业投资集团有限公司之子公司;公司第二大股东;公司第二大股东霍尔果斯天马创业投资集团有限公司之子公司;公司第二大股东霍尔果斯天马创业投资集团有限公司之子公司;所涉及的股权是否已全部过户:是;是;是;是;是否按计划如期实施,如未按计划实施,应当说明原因及公司已采取的措施:是;是;是;是;披露日期:2017年03月16日;2017年12月12日;42810;2017年03月16日;披露索引:巨潮资讯网(www.cninfo.com.cn);巨潮资讯网(www.cninfo.com.cn);巨潮资讯网(www.cninfo.com.cn);巨潮资讯网(www.cninfo.com.cn)",30.33133193,120.1625285,CNE100000031,天马轴承集团股份有限公司,徐茂栋,2002-11-18 00:00:00.,,1188000000.00 ,www.tmb.net.cn,轴承、数控机床及配件、初级食用农产品的销售业务。
102479,201000000838 ,002123,梦网集团,2017-12-31,软件和信息技术服务业,I65,辽宁省鞍山市铁东区科技路108号,广东省深圳市南山区高新中四道30号龙泰利科技大厦2层,518057,李稷文,0755-86017901,0755-86015117,lijiwen@montnets.com,朱雯雯,91210000118887313L,"出售重大资产情况:交易对方:左强;王学辉;被出售资产:荣信汇科电气技术有限责任公司100%股权;北京荣信瑞科科技发展有限公司;出售日:2017年06月26日;2017年06月20日;交易价格(万元):16,136;0;本期初起至出售日该资产为上市公司贡献的净利润(万元):-602.15;31.28;出售对公司的影响:本次资产出售是公司未来发展战略和经营目标的具体实施,通过出售资产降低业务规模,逐步退出电子电力行业,优化公司资产结构,集中优势资源发展移动互联网云通信服务业务,促进公司未来可持续健康发展,盈利能力有望增强;本次资产出售是公司未来发展战略和经营目标的具体实施,通过出售资产降低业务规模,逐步退出电子电力行业,优化公司资产结构,集中优势资源发展移动互联网云通信服务业务,促进公司未来可持续健康发展,盈利能力有望增强;资产出售为上市公司贡献的净利润占净利润总额的比例:25.10%;5.60%;资产出售定价原则:资产评估值;协商确定;是否为关联交易:是;否;与交易对方的关联关系(适用关联交易情形):关联自然人;不适用;所涉及的资产产权是否已全部过户:是;是;所涉及的债权债务是否已全部转移:是;是;是否按计划如期实施,如未按计划实施,应当说明原因及公司已采取的措施:是;是;披露日期:2017年06月17日;-;披露索引:巨潮资讯网《关于公开挂牌转让全资子公司100%股权的公告》(2017-047)、《关于因公开挂牌转让资产导致关联交易的提示性公告》(2017-048);不适用",113.9348166,22.54291306,CNE100000049,梦网荣信科技集团股份有限公司,余文胜,1998-11-19 00:00:00.,,861595025.00 ,www.rxpe.com,"计算机软硬件、电子产品技术开发与销售,网络信息技术服务,无功补偿设备、输变电设备、变频调速设备及其控制系统的研发、生产、销售和售后维修,电力电子元件、仪器仪表生产与销售,电力电子产品及技术进出口经营。主要产品或提供的劳务有:移动信息服务及节能大功率电力电子产品。"
102358,201000000839 ,002124,天邦股份,2017-12-31,农副食品加工业,C13,浙江省宁波市余姚市城区阳光国际大厦A座1805室,上海市徐汇区桂箐路65号新研大厦B座11层,200233,张宇,021-54484578,021-54484520,danielzhangyu@tianbang.com,夏艳,91330200256170839R,报告期内公司无收购及出售资产、吸收合并事项,30.04434812,121.1331745,CNE100000056,天邦食品股份有限公司,张邦辉,2001-04-30 00:00:00.,,773085399.00 ,www.tianbang.com,"食品经营;饲料技术咨询服务;饲料、饲料原料的批发、零售;自营和代理货物和技术的进出口,但国家限定经营或禁止进出口的货物和技术除外。以下限分支机构经营:配合饲料的制造;水产苗种生产;水产品养殖;鲜活水产品销售;种畜禽生产、生猪养殖;兽药生产,兽药经营;工程监理;环保工程、房屋建筑工程、钢结构工程、电气工程、工业自动化工程施工;机械设备制造、销售、安装、维护及技术咨询;环保材料、环保设备的研发、制造、销售;有机肥料、微生物肥料制造、销售;农作物种植、销售。依法须经批准的项目,经相关部门批准后方可开展经营活动。"
102359,201000000840 ,002125,湘潭电化,2017-12-31,化学原料及化学制品制造业,C26,湖南省湘潭市雨湖区鹤岭镇,湖南省湘潭市雨湖区九华莲城大道5号五矿尊城,411201,汪咏梅,0731-55544161,0731-55544101,zqb@chinaemd.com,沈圆圆,91430300722573708K,报告期内公司无收购及出售资产、吸收合并事项,112.9363077,27.89245212,CNE100000064,湘潭电化科技股份有限公司,谭新乔,2000-09-30 00:00:00.,,345599985.00 ,www.chinaemd.com,电解二氧化锰的研发、生产和销售;城市生活污水的处理。提供的主要产品和服务为电解二氧化锰、城市生活污水处理服务。
102360,201000000841 ,002126,银轮股份,2017-12-31,汽车制造业,C36,浙江省台州市天台县福溪街道始丰东路8号,浙江省台州市天台县福溪街道始丰东路8号,317200,陈敏,0576-83938250,0576-83938806,002126@yinlun.cn,徐丽芬,9133000070471161XA,报告期内公司无收购及出售资产、吸收合并事项,29.12108983,121.0422931,CNE100000072,浙江银轮机械股份有限公司,徐小敏,1999-03-10 00:00:00.,,801081664.00 ,www.yinlun.cn,"实业投资;汽车零部件、船用配件、摩托车配件、机械配件、电子产品、基础工程设备、化工设备的设计、制造和销售,商用车、金属材料的销售;机械技术服务;经营进出口业务(国家法律法规禁止、限制的除外)。"
102361,201000000842 ,002127,南极电商,2017-12-31,商务服务业,L72,江苏省吴江市盛泽镇五龙路22号,上海市黄浦区凤阳路29号新世界商务楼17-18楼,200001,刘楠楠,021-63461118-8883,021-63460611,liunannan@nanjids.com,吴晓燕,91320500714954842N,报告期内公司无收购及出售资产、吸收合并事项,30.90672128,120.6656577,CNE100000080,南极电商股份有限公司,张玉祥,1999-07-12 00:00:00.,,417326994.00 ,www.nanjids.com,"从事互联网零售、对外贸易;对外投资、投资管理及咨询、企业管理信息咨询;电子商务技术支持及信息咨询、商务咨询、市场营销策划;会务服务,品牌设计,品牌管理,公关活动策划,文化艺术交流活动策划,企业形象策划,展览展示服务,摄影服务,文化教育信息咨询;农产品加工与销售;网络技术、信息技术及纺织技术的开发、转让、咨询及服务;质量管理咨询及技术服务;针纺织品、服装服饰、皮革制品、箱包、鞋帽、床上用品、工艺礼品、洗涤用品、宠物用品、化妆品、护肤用品、摄影器材、玩具、音响设备及器材、劳防用品、金属制品、家具、家用电器、厨房用品、通讯设备、电子产品、水处理净化设备、五金交电、文教用品、办公用品、服装面料、服装辅料的销售;预包装食品(不含冷藏冷冻食品)销售;设计、制作、代理、发布各类广告;软件研发。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
102735,201000000843 ,002128,露天煤业,2017-12-31,煤炭开采和洗选业,B06,内蒙古自治区霍林郭勒市哲里木大街(霍矿珠斯花区),内蒙古自治区霍林郭勒市河露天煤业股份有限公司机关办公楼,028011,温泉,0475-6196970,0475-6196998,ltmy@vip.163.com,,911505007332663405,报告期内公司无收购及出售资产、吸收合并事项,45.53112193,119.6655787,CNE100000098,内蒙古霍林河露天煤业股份有限公司,刘明胜,2001-12-18 00:00:00.,,1634378473.00 ,,"煤炭产品生产、销售;土石方剥离;地质勘探;工程与地籍测绘测量,煤炭经营;道路普通货物运输。矿山设备、工程机械、发动机、电机、建材、化工产品(危险化学品除外),金属材料(除专营)销售;电器安装与维修;普通机械制造;机电、机械配件加工及经销;疏干及防排水设计及施工;仓储;房屋、机电产品、机械设备租赁;技术服务、信息咨询;腐植酸生产与销售;分布式光伏发电,风力发电、太阳能发电、风电供热等清洁能源项目的开发、投资、建设、运营、管理;煤炭工程建设咨询、招投标代理;工程质量检测(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
101349,201000000844 ,002129,中环股份,2017-12-31,电气机械及器材制造业,C38,天津市新技术产业园区华苑产业区(环外)海泰东路12号,天津市新技术产业园区华苑产业区(环外)海泰东路12号,300384,秦世龙,022-23789787,022-23789786,qinshilong@tjsemi.com,孙娟红,911200001034137808,报告期内公司无收购及出售资产、吸收合并事项,117.1034863,39.07809387,CNE1000000B8,天津中环半导体股份有限公司,沈浩平,1999-12-27 00:00:00.,,2644236466.00 ,www.tjsemi.com,主要产品包括半导体材料、半导体器件、新能源材料、新材料的制造及销售;融资租赁业务;高效光伏电站项目开发及运营。
101351,201000000846 ,002130,沃尔核材,2017-12-31,计算机、通信和其他电子设备制造业,C39,广东省深圳市坪山区兰景北路沃尔工业园,广东省深圳市坪山区兰景北路沃尔工业园,518118,王占君,0755-28299020,0755-28299020,fz@woer.com,邱微,91440300708421097F,报告期内公司无收购及出售资产、吸收合并事项,22.71990296,114.3831076,CNE1000000C6,深圳市沃尔核材股份有限公司,周和平,1998-06-19 00:00:00.,,1262319062.00 ,www.woer.com,"化工产品,电子元器件的购销,高压电器设备,铜铝连接管,电池隔膜,热敏电阻(PTC产品),橡胶新材料及原、辅材料、制品及线路防护元器件的购销(以上均不含专营、专控、专卖商品及限制项目);投资风力发电项目;经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);高端控制、自动化设备的研发、集成;本公司产品的安装、维修及相关技术的咨询,高低压输配电设备购销。^热缩材料、冷缩材料、阻燃材料、绝缘材料、耐高温耐腐蚀新型材料、套管、电缆附件、电缆分支箱、热缩材料电子线和电源连接线、环保高温辐射线缆、有机硅线缆、有机氟线缆、热缩材料生产辅助设备、通信产品及设备的技术开发、生产及购销,高低压输配电设备生产制造,电力金具的研发及生产及销售。"
101271,201000000847 ,002131,利欧股份,2017-12-31,互联网和相关服务,I64,浙江省温岭市滨海镇利欧路1号,上海市普陀区泸定路276弄10号楼3楼,200062,张旭波,021-60158601,021-60158602,sec@leogroup.cn,周利明,91330000728913048T,报告期内公司无收购及出售资产、吸收合并事项,28.45887798,121.5270469,CNE1000000F9,利欧集团股份有限公司,王相荣,2001-05-21 00:00:00.,,5587863872.00 ,www.leogroup.cn,"泵、园林机械、清洁机械设备、电机、汽油机、阀门、模具、五金工具、电气控制柜、成套供水设备、农业机械、机械设备、环保设备、电器零部件及相关配件的生产、销售,设计、制作、代理、发布国内各类广告,企业营销策划,进出口经营业务,实业投资。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
101289,201000000848 ,002132,恒星科技,2017-12-31,金属制品业,C33,河南省巩义市康店镇焦湾村,河南省巩义市恒星工业园区,451251,李明,0371-69588999,0371-69588000,wentian01@163.com,谢建红,91410000757149560W,报告期内公司无收购及出售资产、吸收合并事项,34.77672326,112.9546684,CNE1000000G7,河南恒星科技股份有限公司,谢晓博,1995-07-12 00:00:00.,,1256564426.00 ,www.hengxingchinese.com,"生产、销售钢帘线、胶管钢丝,镀锌钢丝、镀锌钢绞线及其他金属制品;从事货物和技术进出口业务(上述范围,涉及法律、行政法规规定须审批方可经营的项目,未获审批前,不得经营)。(依法需经批准的项目,经相关部门批准后方可开展经营活动)。本集团主要产品及劳务:钢帘线、超精细钢丝、胶管钢丝、镀锌钢绞线、镀锌钢丝、预应力钢绞线、太阳能单晶硅、多晶硅。"
101295,201000000849 ,002133,广宇集团,2017-12-31,房地产业,K70,浙江省杭州市平海路8号,浙江省杭州市平海路8号,310006,华欣,0571-87925786,0571-87925813,gyjtdb@163.com,朱颖盈,91330000143125150B,报告期内公司无收购及出售资产、吸收合并事项,120.1697516,30.25441879,CNE1000000H5,广宇集团股份有限公司,王轶磊,2004-10-18 00:00:00.,,774144175.00 ,www.cosmosgroup.com.cn,房地产投资、房地产开发经营、商品房销售及出租、实业投资、室内外装饰、工程技术咨询、仓储服务、建筑材料的销售。
101359,201000000850 ,002134,*ST 普林,2017-12-31,计算机、通信和其他电子设备制造业,C39,天津市自贸试验区(空港经济区)航海路53号,天津市自贸试验区(空港经济区)航海路53号,300308,林晓华,022-24893466,022-24890198,ir@tianjin-pcb.com,吴彦丽,91120116600552474E,"出售重大资产情况:交易对方:自然人;被出售资产:房产(含车位);出售日:2017年12月27日;交易价格(万元):1,147.20;本期初起至出售日该资产为上市公司贡献的净利润(万元):734.71;出售对公司的影响:本次资产转让事项有利于增加资产流动性,提高资产利用效率,增加现金流,使公司2017年度净利润增加734.71万元。本次交易符合公开、公平、公正的原则,交易价格以评估价格为基准确定,不存在损害本公司和全体股东利益的情形,未对公司业务的连续性、管理层的稳定性产生任何影响;资产出售为上市公司贡献的净利润占净利润总额的比例:51.77%;资产出售定价原则:本次资产转让符合公开、公平、公正的原则,交易价格以第三方中介机构的评估价格为基准并经天津市国资管理部门备案后确定;是否为关联交易:否;与交易对方的关联关系(适用关联交易情形):不存在关联关系;所涉及的资产产权是否已全部过户:是;所涉及的债权债务是否已全部转移:是;是否按计划如期实施,如未按计划实施,应当说明原因及公司已采取的措施:是;披露日期:2017年12月28日;披露索引:公告编号:2017-064;公告名称:天津普林电路股份有限公司关于公开挂牌转让所持有的部分房产的进展公告;公告披露网站名称:巨潮资讯网",39.13940015,117.4161942,CNE1000000N3,天津普林电路股份有限公司,曲德福,1988-04-27 00:00:00.,,245849768.00 ,www.toppcb.com,"印刷电路板及相关产品的生产、销售、委托加工;上述产品及其同类商品和技术的研发、设计、咨询及服务;代收代付水费、电费、蒸气费、燃气费;机械设备销售及维修;自营或代理货物及技术的进出口;自有房屋及设备租赁(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
101360,201000000851 ,002135,东南网架,2017-12-31,土木工程建筑业,E48,浙江省杭州市萧山区衙前镇,浙江省杭州市萧山区衙前镇衙前路593号,311209,蒋建华,0571-82783358,0571-82783358,jiangjh007@126.com,张燕,913300007345233459,报告期内公司无收购及出售资产、吸收合并事项,30.16669978,120.3903833,CNE1000000J1,浙江东南网架股份有限公司,徐春祥,2001-12-29 00:00:00.,,1034402200.00 ,www.dongnanwangjia.com,"开展对外承包工程业务(范围详见《中华人民共和国对外承包工程资格证书》)。网架、钢结构及其配套板材设计、制造、安装,幕墙的设计和施工,钢管的生产和销售,土建工程、机电安装工程、消防工程、装饰装修工程、园林绿化工程、石油及燃气管道系统工程、水处理工程、市政工程设计与施工,建筑材料销售,房屋租赁,工程机械及设备的维修、租赁、销售,经营进出口业务。"
