ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital
102818,2.01E+11,544,中原环保,2007/12/31,非金属矿物制品业,C30,河南省郑州市华山路78号,河南省郑州市纬四路东段广发大厦15层,450008,张建华,0371-65629977,,zhangjianhua@zyhuanbao.com,马学锋,9141000016996944XD,113.7122716,34.7698278,CNE000000F30,中原环保股份有限公司,李建平,1993/12/1 0:00,,269459799
101568,2.01E+11,545,*ST 吉药,2007/12/31,医药制造业,C27,吉林市长春路99号,吉林市长春路99号,132012,罗国建,0432-5079887,0432-5079996,JZYD@public.jl.jl.cn,,91220201124501827K,126.5208605,43.82618952,CNE0000002F7,吉林制药股份有限公司,张守斌,1992/8/15 0:00,,158243632
101803,2.01E+11,546,光华控股,2007/12/31,房地产业,K70,吉林省长春市西安大路727号中银大厦A座1009室,吉林省长春市西安大路727号中银大厦A座1009室,130061,孙巍,0431-88920227,0431-88927337,ghkg000546@126.com,韩旭晖,,125.3169814,43.8901052,CNE0000004G1,吉林光华控股集团股份有限公司,许华,1993/7/15 0:00,,169506479
101804,2.01E+11,547,闽福发A,2007/12/31,计算机、通信和其他电子设备制造业,C39,福建省福州市工业路223号,福建省福州市五一南路17号工行五一支行13层,350009,林杰,0591－83283128,0591－83296358,fufa@pub3.fz.fj.cn,,,119.3135669,26.0618041,CNE000000DM5,神州学人集团股份有限公司,章高路,1993/11/23 0:00,,244846347
101805,2.01E+11,548,湖南投资,2007/12/31,公共设施管理业,N78,长沙市高新技术产业开发区C4组团A－718号,长沙市芙蓉中路508号之三君逸康年大酒店12楼,410015,马宁,0731-2327666,0731-2327566,hntz0548@ sina.com,何小兰,91430000183783561L,112.9854099,28.20024304,CNE000000DT0,湖南投资集团股份有限公司,谭应求,1993/11/30 0:00,,499215811
107584,2.01E+11,550,江铃汽车,2007/12/31,汽车制造业,C36,江西省南昌市迎宾北大道509号,江西省南昌市迎宾北大道509号,330001,宛虹,0791-5235675,0791-5232839,relations@jmc.com.cn,全实,,115.9075701,28.62265395,CNE000000CV8,江铃汽车股份有限公司,王锡高,1993/11/22 0:00,200550,863214000
101687,2.01E+11,551,创元科技,2007/12/31,通用设备制造业,C34,江苏省苏州市新区淮海街6幢E3号,苏州市南门东二路4号,215007,周成明,0512-68241551,0512-68245551,dmc@000551.cn,周微微,91320500720523600H,120.6286385,31.29033884,CNE000000FP3,创元科技股份有限公司,张志忠,1993/12/22 0:00,,241726394
101813,2.01E+11,552,靖远煤电,2007/12/31,煤炭开采和洗选业,B06,甘肃省白银市平川区王家山镇,甘肃省白银市平川区王家山镇,730913,高相德(代),0931-8512882,0931-8508220,jingymd@163.com,,91620000224344785T,104.8107542,36.91764874,CNE000000D40,甘肃靖远煤电股份有限公司,毛鹏茜,1993/12/16 0:00,,177870000
101814,2.01E+11,553,沙隆达A,2007/12/31,化学原料及化学制品制造业,C26,湖北省荆州市北京东路93号,湖北省荆州市北京东路93号,434001,李忠禧,0716-8208632,0716-8208899,li_zhongxi@263.net,梁吉勤,,112.3168456,30.25888815,CNE0000004V0,湖北沙隆达股份有限公司,李作荣,1993/11/28 0:00,200553,593923220
101815,2.01E+11,554,泰山石油,2007/12/31,批发业,F51,山东省泰安市东岳大街104号,山东省泰安市东岳大街104号,271000,李建文,"0538-6269630,6269659",0538-8265450,kevinlee67@126.com,李志清,9.14E+17,117.1008772,36.19300708,CNE000000669,中国石化山东泰山石油股份有限公司,冯东青,1993/3/8 0:00,,480793320
101816,2.01E+11,555,*ST 太光,2007/12/31,计算机、通信和其他电子设备制造业,C39,深圳市福田区滨河路北与彩田路东联合广场A座3608室,深圳市福田区滨河路北与彩田路东联合广场A座3608室,518033,林伟,0755-82910290,0755-82910304,sznivs@163.com,,91440300726198124D,114.0687206,22.52994369,CNE000000FM0,深圳市太光电信股份有限公司,厉天福,1994/1/8 0:00,,90627680
101819,2.01E+11,557,ST 银广夏,2007/12/31,医药制造业,C27,宁夏银川市高新技术产业开发区15号路东,宁夏银川市高新技术产业开发区15号路东,750002,禹万明,0951-5054984,0951-5054518,guangxiayinchuan@sina.com,紫小平,91641100624900808C,106.2754531,38.44586385,CNE000000FQ1,广夏(银川)实业股份有限公司,周敏敏,1994/1/28 0:00,,605007626
102299,2.01E+11,558,莱茵置业,2007/12/31,房地产业,K70,辽宁省沈阳市苏家屯区金钱松路9号,辽宁省沈阳市苏家屯区枫杨路78号房产大厦7楼;浙江省杭州市文三路535号莱茵达大厦20楼,"110,102,310,012",徐逸波,"024-89121255,89107779,0571-87851702","024-89121255,0571-87851739",gufen@zjlander.com,谢立,9.13E+17,123.3456613,41.66138598,CNE0000003V2,莱茵达置业股份有限公司,高继胜,1988/3/31 0:00,,247164373
102300,2.01E+11,559,万向钱潮,2007/12/31,汽车制造业,C36,浙江省杭州市萧山区万向路,浙江省杭州市萧山经济技术开发区万向路1号,311215,许小建,0571-82832999,0571-82602132,,,,120.2853485,30.20999639,CNE000000FB3,万向钱潮股份有限公司,鲁冠球,1993/12/25 0:00,,1025587365
102302,2.01E+11,560,昆百大A,2007/12/31,零售业,F52,云南省昆明市东风西路99号,云南省昆明市东风西路99号,650021,樊江,"0871-3621681,3623414",0871-3623414,F7565@yahoo.com.cn,解萍,9.15E+17,102.709769,25.03612634,CNE000000636,昆明百货大楼(集团)股份有限公司,何道峰,1992/11/30 0:00,,134400000
102305,2.01E+11,561,S*ST 长岭,2007/12/31,电气机械及器材制造业,C38,陕西省宝鸡市清姜路75号,陕西省宝鸡市清姜路75号,721006,杨婷婷,0917-3622253,0917-3622392,dsh@changling.com.cn,,,107.1191778,34.34058812,CNE0000005K0,长岭(集团)股份有限公司,王瑄,1992/6/8 0:00,,397012585
102306,2.01E+11,562,宏源证券,2007/12/31,资本市场服务,J67,新疆乌鲁木齐市文艺路233号,北京市海淀区西直门外北大街甲43号金运大厦B座，新疆乌鲁木齐市文艺路233号宏源大厦,"100,044,830,002",高涛,0991-2301870,0991-2301779,hyzq@ehongyuan.com.cn,高丽娟,,116.3547531,39.9510386,CNE0000006K8,宏源证券股份有限公司,汤世生,1993/12/28 0:00,,1461204166
101571,2.01E+11,563,陕国投A,2007/12/31,资本市场服务,J67,陕西省西安市环城东路9号,陕西省西安市,710048,姚卫东,029-83239354,029-83239354,sgtdm@siti.com.cn,孙一娟,,108.9342028,34.23049769,CNE0000004F3,陕西省国际信托投资股份有限公司,薛季民,1993/1/18 0:00,,358413026
101680,2.01E+11,564,西安民生,2007/12/31,零售业,F52,西安市解放路103号,西安市解放路103号,710005,马明庆,029-87481871,029-87481871,mq_ma@minsheng.cn,张宏芳,91610102220603356T,108.9632233,34.26648168,CNE0000003W0,西安民生集团股份有限公司,詹军道,1992/7/18 0:00,,270347072
101572,2.01E+11,565,渝三峡A,2007/12/31,化学原料及化学制品制造业,C26,重庆九龙坡区石坪桥正街121号,重庆九龙坡区石坪桥正街121号,400051,戎路明,"023-68823076,023-68824806",023-68824806,"zqb0565@sanxia.com,zqb0565@tom.com",楼晓波,,106.4975316,29.51609229,CNE000000305,重庆三峡油漆股份有限公司,苏中俊,1992/5/11 0:00,,173436888
101573,2.01E+11,566,海南海药,2007/12/31,医药制造业,C27,海南省海口市龙昆北路30号宏源证券大厦7楼,海南省海口市龙昆北路30号宏源证券大厦7楼,570105,李颖,0898-66785861,0898-66705316,,,,110.3283128,20.02773405,CNE0000004W8,海南海药股份有限公司,刘悉承,1992/11/20 0:00,,202348992
101590,2.01E+11,567,海德股份,2007/12/31,综合,S90,海南省海口市海德路5号,海南省海口市滨海大道67号黄金海景大酒店11楼,570106,陈金弟,"0898-68535600,021-63094023",0898-68550955,Chenjindi9999@163.com,吴疆,,110.3177408,20.03129066,CNE0000005V7,海南海德实业股份有限公司,纪道林,1992/11/2 0:00,,151200000
101591,2.01E+11,568,泸州老窖,2007/12/31,酒、饮料和精制茶制造业,C15,四川省泸州市国窖广场,四川省泸州市南光路泸州老窖营销网络指挥中心,646000,蔡秋全,0830-2398826,0830-2398864,dsb@lzlj.com.cn,曾颖,,105.4197134,28.89435775,CNE000000GF2,泸州老窖股份有限公司,谢明,1994/3/25 0:00,,871399673
101625,2.01E+11,569,*ST 长钢,2007/12/31,黑色金属冶炼及压延加工业,C31,四川省江油市江东路195号,四川省江油市江东路195号,621701,舒联明,0816-3650392,0816-3651872,cctg@cssc.com.cn,,,104.7572142,31.76566988,CNE0000006T9,攀钢集团四川长城特殊钢股份有限公司,李赤波,1988/8/28 0:00,,754313951
101627,2.01E+11,570,苏常柴A,2007/12/31,通用设备制造业,C34,中国江苏常州市怀德中路123号,中国江苏常州市怀德中路123号,213002,石建春,"0519-86610041,86603656-3155",0519-86630954,sjc000570@changchai.com,何建江,,119.948597,31.78354479,CNE000000GT3,常柴股份有限公司,薛国俊,1994/5/6 0:00,200570,374249551
101628,2.01E+11,571,新大洲A,2007/12/31,铁路、船舶、航空航天和其它运输设备制造业,C37,海南省海口市桂林洋开发区,上海市浦东新区花园石桥路33号花旗集团大厦7楼,200120,林帆,0898-68583966,0898-68583518,linfan@sundiro.com,任春雨,9.15E+17,121.5011454,31.23417709,CNE000000586,新大洲控股股份有限公司,赵序宏,1992/12/30 0:00,,736064000
101644,2.01E+11,572,海马股份,2007/12/31,综合,S90,海口市金盘工业区金盘路12-8号,海口市金盘工业区金牛路2号,570216,肖丹,0898-66822672,0898-66820329,000572@haima.com,郑彤,9146000028407924XP,110.3118542,19.99123367,CNE0000006L6,海马投资集团股份有限公司,景柱,1993/1/2 0:00,,819031216
101715,2.01E+11,573,粤宏远A,2007/12/31,房地产业,K70,广东省东莞市宏远工业区,广东省东莞市宏远工业区宏远大厦16楼,523087,李军印,0769-22412655,0769-22412655,lijunyin@tom.com,吴荔,,113.736064,23.00860023,CNE0000003D0,东莞宏远工业区股份有限公司,周明轩,1992/4/8 0:00,,622755604
101613,2.01E+11,576,广东甘化,2007/12/31,农副食品加工业,C13,广东省江门市甘化路56号,广东省江门市甘化路62号,529030,沙伟,0750-3277650,0750-3277666,shawei@ganhua.com.cn,龚健鹏,,113.1097474,22.60589246,CNE0000005H6,江门甘蔗化工厂(集团)股份有限公司,周润,1994/8/27 0:00,,322861324
101614,2.01E+11,578,ST 盐湖,2007/12/31,零售业,F52,青海省西宁市五四大街39号,青海省西宁市五四大街39号,810001,陈素英,0971-6138725,0971-6144887,smstock@21cn.com,杜鹏环,,101.7603737,36.63055736,CNE000000D57,青海盐湖工业集团股份有限公司,,1995/2/11 0:00,,198153422
101616,2.01E+11,581,威孚高科,2007/12/31,通用设备制造业,C34,无锡国家高新技术产业开发区46号地块,无锡市人民西路107号,214031,周卫星,0510-82719579,0510-82751025,wfjt@public1.wx.js.cn,储勇,91320200250456967N,120.284312,31.57625985,CNE0000002G5,无锡威孚高科技股份有限公司,许良飞,1992/10/22 0:00,200581,567275995
101634,2.01E+11,582,北海港,2007/12/31,装卸搬运和运输代理业,G58,广西北海市海角路145号,广西北海市海角路145号,536000,李卫平,0779-3922206,0779-3922232,000582abc@163.com,梁勇,,109.0898502,21.47764718,CNE0000001M5,北海市北海港股份有限公司,黄葆源,1988/2/1 0:00,,142122609
102332,2.01E+11,584,舒卡股份,2007/12/31,综合,S90,四川省成都市蜀都大道暑袜北三街20号,四川省成都市蜀都大道暑袜北三街20号,610016,杨林,"028-86518901,86757539",028-86741677,ymcui4521@163.com;Yl000584@sina.com,崔益民,9.13E+17,104.0755856,30.65934966,CNE0000001Q6,四川舒卡特种纤维股份有限公司,李峰林,1990/4/1 0:00,,345882893
102342,2.01E+11,585,东北电气,2007/12/31,电气机械及器材制造业,C38,中国沈阳市浑南高新技术产业开发区78号,中国沈阳市和平区太原南街189号金都饭店14楼,110001,史吏,"024-23501976,23527083",024-23527081,,朱欣光,91210000243437397T,123.3954972,41.78439191,CNE000000677,东北电气发展股份有限公司,孙震,1993/2/18 0:00,42,873370000
102325,2.01E+11,586,汇源通信,2007/12/31,零售业,F52,成都市高新西区西芯大道5号,成都市高新西区西芯大道5号,611731,李彬,028-87826077,028-87826076,libin803@vip.sina.com,代红波,,103.9642639,30.73724543,CNE0000000H7,四川汇源光通信股份有限公司,朱开友,1988/6/30 0:00,,193440000
102326,2.01E+11,587,S*ST 光明,2007/12/31,家具制造业,C21,黑龙江省伊春市伊春区青山西路118号,黑龙江省伊春市伊春区青山西路118号,153000,马中文,0458-6135587,0458-6135999,gmzq000587@163.com,王红霞,91230700606346794A,128.8845674,47.71077976,CNE0000001K9,光明集团家具股份有限公司,马中文,1990/2/1 0:00,,185711578
102328,2.01E+11,589,黔轮胎A,2007/12/31,橡胶和塑料制品业,C29,中国贵州省贵阳市百花大道41号,中国贵州省贵阳市百花大道41号,550008,李尚武,0851-4763651,0851-4763651,dmc@gztire.com,叶晓燕,9.15E+17,106.6455933,26.57830366,CNE000000JH2,贵州轮胎股份有限公司,马世春,1996/1/28 0:00,,254327065
10859,2.01E+11,590,紫光古汉,2007/12/31,医药制造业,C27,湖南省衡阳市蒸湘区白云路42号,湖南省衡阳市蒸湘区白云路42号,421001,曹定兴,0734-8239335,0734-8239335,stocks@guhan.com,颜立军,91430400185034724L,112.5667312,26.89957225,CNE000000701,紫光古汉集团股份有限公司,郭元林,1993/3/25 0:00,,203028425
10961,2.01E+11,591,桐君阁,2007/12/31,医药制造业,C27,重庆市渝中区解放西路1号,重庆市渝中区解放西路1号,400012,程耕,023-89885208,023-89885201,tjg000591@163.com,,91500000202819532B,106.5771611,29.55020663,CNE0000000K1,重庆桐君阁股份有限公司,王小军,1987/1/1 0:00,,130776659
10962,2.01E+11,592,S*ST 昌源,2007/12/31,房地产业,K70,福建省福州市华林路312号,福建省福州市五四路159号世界金龙大厦9层A区,350001,傅晨熙,0591-87871990,0591-87383288,mrfuchenxi@126.com,傅晨熙,,119.3064927,26.09806089,CNE0000009F2,福建省昌源投资股份有限公司,刘健,1993/10/18 0:00,,294404655
10963,2.01E+11,593,大通燃气,2007/12/31,零售业,F52,四川省成都市建设路55号,四川省成都市八宝街88号国信广场21层,610031,郑蜀闽,028-86637727,028-86634633,scdtrq@sina.com.cn,,91510100201961879Q,104.0606662,30.67106012,CNE000000032,四川大通燃气开发股份有限公司,李占通,1987/6/1 0:00,,223336429
10964,2.01E+11,594,国恒铁路,2007/12/31,有色金属矿采选业,B09,天津空港物流加工区外环北路1号2-B130室,津市南开区华苑产业园区榕苑路1号天财酒店8层,300384,郭魁元,022－58396826,022－58396811,gtkg000594@126.com,阎小佳,,111.8774111,29.60543651,CNE0000001F9,天津国恒铁路控股股份有限公司,李运丁,1993/12/29 0:00,,561116160
10965,2.01E+11,595,西北轴承,2007/12/31,通用设备制造业,C34,银川市西夏区北京西路630号,银川市西夏区北京西路630号,750021,聂立卯,0951-2020394,0951-2036747,nxzdmn@public.yc.nx.cn,孙志强,9.16E+17,106.1041029,38.48318421,CNE000000K09,西北轴承股份有限公司,刘建平,1996/4/13 0:00,,216829334
101485,2.01E+11,596,古井贡酒,2007/12/31,酒、饮料和精制茶制造业,C15,安徽省亳州市古井镇,安徽省亳州市古井镇,236820,李彬,0558-5710149,0558-5317706,gjglbin@gujing.com.cn,马军伟,9.13E+17,115.6698559,33.98954911,CNE000000MD5,安徽古井贡酒股份有限公司,王锋,1996/5/30 0:00,200596,235000000
101501,2.01E+11,597,东北制药,2007/12/31,医药制造业,C27,沈阳市经济技术开发区昆明湖街,沈阳市铁西区重工北街37号,110026,吕林全,024-25806963,024-25806888,lvlinquan@163.com,郑兰娟,,123.3341971,41.82060235,CNE0000009G0,东北制药集团股份有限公司,刘震,1993/6/10 0:00,,303810000
102878,2.01E+11,598,蓝星清洗,2007/12/31,化学原料及化学制品制造业,C26,甘肃省兰州市西固中路240号,北京市朝阳区北三环东路19号,100029,赵月珑,010-64448671,010-64418488,lxqx000598@china-bluestar.com,曾朝菊,,116.4172086,39.96953577,CNE000000HN4,蓝星清洗股份有限公司,陆韶华,1996/5/20 0:00,,302470737
101502,2.01E+11,599,青岛双星,2007/12/31,橡胶和塑料制品业,C29,青岛市经济技术开发区新街口工业区,青岛市瞿塘峡路45号(即原贵州路5号)海富楼三楼,266002,王幸友,0532-82657986,0532-82657986,,戚兴,9.14E+17,120.3003145,36.0563512,CNE000000K17,青岛双星股份有限公司,汪海,1996/4/25 0:00,,455028478
101504,2.01E+11,600,建投能源,2007/12/31,电力、热力生产和供应业,D44,石家庄市裕华西路9号,石家庄市裕华西路9号裕园广场A座17层,50051,赵辉,0311-85518633,0311-85518601,jei@jei.com.cn,郭嘉,,114.4835892,38.03569545,CNE000000FT5,河北建投能源投资股份有限公司,王永忠,1994/1/18 0:00,,830600110
101505,2.01E+11,601,韶能股份,2007/12/31,电力、热力生产和供应业,D44,广东省韶关市惠民南路148号,广东省韶关市惠民南路148号,512026,胡启金,0751-8153162,0751-8535226,sngf@shaoneng.com.cn,,9144020019153918XA,113.5872444,24.7917335,CNE0000009H8,广东韶能集团股份有限公司,徐兵,1993/6/15 0:00,,925551669
101477,2.01E+11,602,金马集团,2007/12/31,电信、广播电视和卫星传输服务,I63,广东省潮州市永护路口,广东省潮州市潮枫路旅游大厦四层,521011,潘广洲,"0768-2268969,0768-2262628",0768-2297613,lnkk@luneng.com,张斌,,116.6319397,23.66335392,CNE0000006H4,广东金马旅游集团股份有限公司,王志华,1993/4/8 0:00,,150750000
107558,2.01E+11,603,*ST 威达,2007/12/31,专用设备制造业,C35,重庆市渝中区中山三路168号14-5,重庆市渝中区中山三路168号14-5,400015,张世田,023-63639600,023-63637919,zhangst1682@sohu.com,魏万栋,9.11E+17,106.5482637,29.55918481,CNE000000H04,威达医用科技股份有限公司,吕建中,1994/6/28 0:00,,140362500
101478,2.01E+11,605,四环药业,2007/12/31,医药制造业,C27,北京市顺义区南法信地区三家店村北,北京市西城区阜外大街3号东润时代大厦六层,100037,吕林祥,010-68003377,010-68001816,shyydm@vip.163.com,田宏莉,9.11E+17,116.3525048,39.92398443,CNE000000LX5,四环药业股份有限公司,陈军,1996/8/18 0:00,,93225000
101479,2.01E+11,606,青海明胶,2007/12/31,化学原料及化学制品制造业,C26,西宁市东兴路19号,西宁市城北区纬一路18号,810003,张海仓,0971-8013495,0971-5226338,zhanghc@my0606.com.cn,唐玉成,9.16E+17,101.750199,36.69595536,CNE000000M98,青海明胶股份有限公司,赵华,1996/9/24 0:00,,224042400
101496,2.01E+11,607,华立药业,2007/12/31,仪器仪表制造业,C40,重庆市北碚区童家溪镇同兴工业园区一路8号,重庆市江北区建新北路76号光宇大厦12楼,400020,宋大捷,023－67752652,023－67755788,dajie.song@holley.cn,,,106.5294373,29.58006392,CNE000000D65,重庆华立药业股份有限公司,赵晓光,1993/11/28 0:00,,487731995
101497,2.01E+11,608,阳光股份,2007/12/31,房地产业,K70,广西壮族自治区南宁市江南路230号南宁经济技术开发区,北京市西城区西直门外大街112号阳光大厦11层,100044,王新,010-68361088,010-88365280,supershine@supershine.com.cn,张丽英,,116.3462037,39.93851858,CNE000000982,广西阳光股份有限公司,唐军,1996/5/25 0:00,,535652364
101579,2.01E+11,609,绵世股份,2007/12/31,化学原料及化学制品制造业,C26,北京市丰台区科学城海鹰路3号3.4号楼,北京市东城区建国门内大街19号中纺大厦3层,100005,张成,010-65275609,010-65279466,zc@mainstreets.cn,祖国,9.11E+17,116.4225866,39.9090921,CNE0000007Z4,北京绵世投资集团股份有限公司,李方,1993/8/2 0:00,,149047761
101581,2.01E+11,610,西安旅游,2007/12/31,商务服务业,L72,西安市碑林区南二环西段27号旅游大厦7层10701号,西安市碑林区南二环西段27号旅游大厦7层,710061,刘建利,029-82065555,029-82065500,anljl@000610.com,,91610103294241490X,108.9370261,34.23033603,CNE000000D73,西安旅游股份有限公司,夏富喜,1994/4/18 0:00,,196747901
101582,2.01E+11,611,时代科技,2007/12/31,仪器仪表制造业,C40,呼和浩特市中山西路69号,北京市海淀区上地西路28号,100085,戚濛青,010-82890385,010-62980724,qimengqing@timegroup.com.cn,董晶,91150000114123543N,116.3061225,40.03842693,CNE000000768,内蒙古时代科技股份有限公司,王小兰,1993/6/8 0:00,,247555402
101583,2.01E+11,612,焦作万方,2007/12/31,有色金属冶炼及压延加工业,C32,河南省焦作市塔南路160号,焦作市马村区待王镇东,454172,贾东焰,0391-3261118,0391-3261297,,申国林,91410000173525171F,113.3425032,35.236142,CNE000000826,焦作万方铝业股份有限公司,乔桂玲,1993/3/20 0:00,,480176083
101584,2.01E+11,613,ST 东海A,2007/12/31,住宿业,H61,三亚市大东海,三亚市大东海,572021,陈刘榕,0898-88219888-8264,0898-88212298,hnddh@21cn.com,汪宏娟,,109.5224037,18.21692866,CNE0000008G2,海南大东海旅游中心股份有限公司,黎愿斌,1993/4/26 0:00,200613,364100000
101666,2.01E+11,615,湖北金环,2007/12/31,化学纤维制造业,C28,湖北省襄樊市樊城区陈家湖,湖北省襄樊市樊城区陈家湖,441133,李红,0710-2105321,0710-2108233,lihong8878@sohu.com,徐群喜,9.14E+17,111.8280322,32.1525486,CNE0000007D1,湖北金环股份有限公司,王凤岐,1996/6/8 0:00,,211677316
101667,2.01E+11,616,亿城股份,2007/12/31,房地产业,K70,辽宁省大连市中山区中山路124号,北京市海淀区长春桥路11号万柳亿城中心A座17层,100089,陈志延,010-58816885,010-58816666,yeland@yeland.com.cn,孙福君,,116.301765,39.96018111,CNE0000008H0,亿城集团股份有限公司,宫晓冬,1993/5/28 0:00,,401300344
101668,2.01E+11,617,石油济柴,2007/12/31,通用设备制造业,C34,济南市经十西路1999号,济南市经十西路1999号,250306,张谦惕,0531-87422716,0531-87423366,jichai@jn-public.sd.cninfo.net,"余良刚,张英辰",91370000163098284E,116.7883853,36.58610524,CNE000000MS3,济南柴油机股份有限公司,卢祥福,1996/10/11 0:00,,239616000
101669,2.01E+11,619,海螺型材,2007/12/31,橡胶和塑料制品业,C29,安徽省芜湖市经济技术开发区,安徽省芜湖市经济技术开发区港湾路,241009,周小川,"0553-5840135,5840156",0553-5840118,wh@pvc.conch.cn,郭亚良,91340200719962016K,118.393471,31.42061125,CNE000000MR5,芜湖海螺型材科技股份有限公司,李顺安,1996/10/16 0:00,,360000000
101686,2.01E+11,620,S*ST 圣方,2007/12/31,石油加工、炼焦及核燃料加工业,C25,黑龙江省牡丹江市东三条路98号,黑龙江省牡丹江市景福街53号镜泊湖大厦3楼,157005,陈德仁,0453－6926101,0453－6926102,000620m@163.com,于海君,91110000130232395L,129.6182098,44.58770781,CNE000000958,黑龙江圣方科技股份有限公司,李红旗,1993/5/19 0:00,,311627040
101750,2.01E+11,622,S*ST 恒立,2007/12/31,专用设备制造业,C35,湖南省岳阳市青年中路,湖南省岳阳市青年中路,414000,罗俊群,"0730-8245188,8245282,8245129",0730-8221311,,李滔,,113.1264061,29.36515529,CNE0000007G4,岳阳恒立冷气设备股份有限公司,覃虹,1993/5/18 0:00,,141742000
101751,2.01E+11,623,吉林敖东,2007/12/31,医药制造业,C27,吉林省敦化市敖东大街2158号,吉林省敦化市敖东大街2158号,133700,陈永丰,0433－6238973,0433－6238973,000623@jlaod.com,,91222400243805786K,128.2283715,43.36028069,CNE000000719,吉林敖东药业集团股份有限公司,李秀林,1993/3/20 0:00,,573357970
101752,2.01E+11,625,长安汽车,2007/12/31,铁路、船舶、航空航天和其它运输设备制造业,C37,重庆市江北区建新东路260号,重庆市江北区建新东路260号,400023,"崔云江,黎军",023-67594009,023-67866055,cazqc@changan.com.cn,,9150000020286320X6,106.5487212,29.57324415,CNE000000R36,重庆长安汽车股份有限公司,尹家绪,1996/10/31 0:00,200625,1945019040
101753,2.01E+11,626,如意集团,2007/12/31,综合,S90,连云港市新浦北郊路6号,连云港市新浦北郊路6号,222006,谭卫,0518-85153595,0518-85150105,ruyidongmi@idealgroup.com.cn,金灿,9132000013898927XM,119.1992572,34.64458665,CNE000000H12,连云港如意集团股份有限公司,李炳源,1994/6/27 0:00,,202500000
102279,2.01E+11,627,天茂集团,2007/12/31,化学原料及化学制品制造业,C26,湖北省荆门市杨湾路132号,湖北省荆门市杨湾路132号,448000,柳俊涛,0724-2223218,0724-2217652,tmjt @biocause.net,龙飞,,112.2415194,31.02069975,CNE000000F48,天茂实业集团股份有限公司,刘益谦,1993/12/31 0:00,,594794933
102280,2.01E+11,628,高新发展,2007/12/31,房地产业,K70,成都市高新技术产业开发区,四川省成都高新区九兴大道8号,610041,王风顺,028-85192889,028-85184099,wangfs@vip.sohu.com,纪建敏,,104.0398844,30.62107085,CNE0000005X3,成都高新发展股份有限公司,方兆,1992/12/8 0:00,,219480000
102281,2.01E+11,629,攀钢钢钒,2007/12/31,黑色金属冶炼及压延加工业,C31,四川省攀枝花市弄弄坪,四川省攀枝花市东区向阳村攀枝花新钢钒股份有限公司办公大楼,617067,陈新桂,0812-3393695,0812-3393992,psv@pzhsteel.com.cn,罗玉惠,91510400204360956E,101.6864155,26.55309129,CNE0000007H2,攀枝花新钢钒股份有限公司,樊政炜,1993/3/27 0:00,,3283434367
102283,2.01E+11,630,铜陵有色,2007/12/31,有色金属冶炼及压延加工业,C32,安徽省铜陵市长江西路,安徽省铜陵市长江西路有色大院西楼,244001,吴国忠,0562-2825077,0562-2825082,wgz@tdty.com,何燕,,117.8048426,30.93547893,CNE000000529,铜陵有色金属集团股份有限公司,韦江宏,1992/8/20 0:00,,1294362109
102304,2.01E+11,631,S*ST 兰宝,2007/12/31,铁路、船舶、航空航天和其它运输设备制造业,C37,长春市高新技术产业开发区蔚山路4370号,长春市高新技术产业开发区蔚山路4370号,130012,曹志伟,0431-85528289,0431-85528289,caozw000631@sina.com,,9.12E+17,125.2415675,43.81836827,CNE000000990,兰宝科技信息股份有限公司,刘铁杲,1993/5/26 0:00,,240369558
101585,2.01E+11,632,三木集团,2007/12/31,综合,S90,福建省福州市开发区君竹路162号,福建省福州市群众东路93号三木大厦,350005,彭东明,0591-83355146,0591-83341504,sanmugugai@163.com,林志军,,119.3176403,26.06912854,CNE000000685,福建三木集团股份有限公司,兰隽,1993/3/28 0:00,,465519570
101586,2.01E+11,633,SST 合金,2007/12/31,综合,S90,沈阳市浑南产业区第22号,沈阳市浑南新区世纪路55号,110179,任穗欣,024-62336767,,suixin@hjinv.com,王端,91210100117812926M,123.4397889,41.70757695,CNE000000081,沈阳合金投资股份有限公司,吴岩,1990/3/12 0:00,,385106373
101587,2.01E+11,635,英力特,2007/12/31,化学原料及化学制品制造业,C26,宁夏石嘴山市惠农区钢电路,宁夏石嘴山市惠农区钢电路,753202,刘亚鹏,"0952-3689596,3689323",0952-3689589,ylt_zqb@yinglitechem.com,张继红,91640000227693163J,106.7848806,39.31821156,CNE000000N71,宁夏英力特化工股份有限公司,秦江玉,1996/11/8 0:00,,137474400
101588,2.01E+11,636,风华高科,2007/12/31,计算机、通信和其他电子设备制造业,C39,广东省肇庆市风华路18号风华电子工业城,广东省肇庆市风华路18号风华电子工业城,526020,陈绪运,0758-2844724,0758-2849045,000636@china-fenghua.com,刘艳春,91441200190379452L,112.4423541,23.0649034,CNE000000GH8,广东风华高新科技股份有限公司,洪海雄,1994/3/23 0:00,,670966312
101589,2.01E+11,637,茂化实华,2007/12/31,石油加工、炼焦及核燃料加工业,C25,广东省茂名市官渡路162号,广东省茂名市官渡路162号,525000,梁杰,0668-2276176,0668-2281965,mhsh000637@163.net,,,110.9164653,21.67580596,CNE0000000M7,茂名石化实华股份有限公司,郭劲松,1988/10/4 0:00,,452065527
