ListedCoID,SecurityID,Symbol,ShortName,EndDate,IndustryName,IndustryCode,RegisterAddress,OfficeAddress,Zipcode,Secretary,SecretaryTel,SecretaryFax,SecretaryEmail,SecurityConsultant,SocialCreditCode,Lng,Lat,ISIN,FullName,LegalRepresentative,EstablishDate,Crcd,RegisterCapital,Website
102380,2.01E+11,2569,步森股份,2017/12/31,纺织服装、服饰业,C18,浙江省诸暨市枫桥镇步森大道419号,浙江省诸暨市枫桥镇步森大道419号,311811,赵春霞(代),010-65061076,010-65061076-302,bsgf@busen-group.com,周乐,91330000777214673R,120.4224904,29.79413931,CNE1000011X9,浙江步森服饰股份有限公司,陈建飞,2005/6/30 0:00,,140010000,www.busen.cn
102382,2.01E+11,2570,贝因美,2017/12/31,食品制造业,C14,浙江省杭州市滨江区南环路3758号,浙江省杭州市滨江区南环路3758号,310053,鲍晨,0571-28038994,0571-28077045,security@beingmate.com,祝迪生;金千人,91330000712560866K,120.1565543,30.17982574,CNE1000011Y7,贝因美婴童食品股份有限公司,王振泰,1999/4/27 0:00,,1022520000,www.beingmate.com
101948,2.01E+11,2571,*ST 德力,2017/12/31,非金属矿物制品业,C30,安徽省滁州市凤阳县工业园,安徽省滁州市凤阳县工业园,233121,俞乐,0550-6678809,0550-6678868,yl@deliglass.com,童海燕,91341100743082836K,117.5125264,32.91227655,CNE1000011Z4,安徽德力日用玻璃股份有限公司,施卫东,2002/10/16 0:00,,391950700,www.deliglass.com
101965,2.01E+11,2572,索菲亚,2017/12/31,家具制造业,C21,广东省广州市增城市新塘镇宁西工业园,广东省广州市增城市新塘镇宁西工业园,511358,潘雯姗,020-87533019,020-87579391,ningji@suofeiya.com.cn,陈曼齐,9144010174359126X2,113.6719611,23.22745605,CNE100001203,索菲亚家居股份有限公司,江淦钧,2003/7/15 0:00,,923426310,www.sfygroup.com
101966,2.01E+11,2573,清新环境,2017/12/31,生态保护和环境治理业,N77,北京市海淀区西八里庄路69号人民政协报大厦10层,北京市海淀区西八里庄路69号人民政协报大厦10层,100142,李其林,010-88146320,010-88146320,zhqb@qingxin.com.cn,张菁菁,91110000X003879117,116.2819779,39.92947373,CNE100001278,北京清新环境技术股份有限公司,张根华,2001/9/3 0:00,,1080956100,www.qingxin.com.cn
101967,2.01E+11,2574,明牌珠宝,2017/12/31,其他制造业,C41,浙江省绍兴市柯桥区福全工业区,浙江省绍兴市柯桥区柯桥街道镜水路1016号,312030,虞豪华,0575-84025665,0575-84021062,info@mingr.com,陈凯,91330000743481693J,120.5127944,30.00298928,CNE100001286,浙江明牌珠宝股份有限公司,虞阿五,2002/10/15 0:00,,528000000,www.mingr.com
102097,2.01E+11,2575,群兴玩具,2017/12/31,文教、工美、体育和娱乐用品制造业,C24,广东省汕头市澄海区岭海工业区清平路北侧群兴工业园2幢1楼之二,北京市西城区西单大悦城写字楼12楼1203B,100032,朱小艳,010-66026866,010-66026766,qx@qunxingtoys.net,吴董宇,91440500193166057G,116.3727801,39.91102761,CNE100001294,广东群兴玩具股份有限公司,纪晓文,1996/9/2 0:00,,588720000,www.qunxingtoys.net
102098,2.01E+11,2576,通达动力,2017/12/31,电气机械及器材制造业,C38,江苏省南通市通州区四安镇庵东村,江苏省南通市通州区四安镇兴石路58号,226352,王欣,0513-86213861,0513-86213965,tongda@tdchina.com,朱维维,91320600138739115J,120.9467598,32.1049763,CNE1000012G2,江苏通达动力科技股份有限公司,魏少军,1988/6/24 0:00,,165100000,www.tdchina.com
102099,2.01E+11,2577,雷柏科技,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市坪山新区坑梓街道锦绣东路22号,广东省深圳市坪山新区坑梓街道锦绣东路22号,518122,谢海波,0755-28588566,0755-28328808,board@rapoo.com,李海燕,91440300738843223M,114.400812,22.73906242,CNE1000012J6,深圳雷柏科技股份有限公司,曾浩,2002/8/5 0:00,,283077400,www.rapoo.cn
102121,2.01E+11,2578,闽发铝业,2017/12/31,有色金属冶炼及压延加工业,C32,福建省泉州市南安市东田镇蓝溪村(一期)11幢1-3层,福建省南安市美林镇南美综合开发区,362300,傅孙明,0595-86279713,0595-86279731,minfaly@126.com,陈春金,9.135E+17,118.3186418,24.93217641,CNE1000012H0,福建省闽发铝业股份有限公司,黄天火,2002/11/10 0:00,,988093296,www.minfa.com
101990,2.01E+11,2579,中京电子,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省惠州市仲恺高新区陈江街道中京路1号,广东省惠州市仲恺高新区陈江街道中京路1号,516029,余祥斌,0752-2057992,0752-2057992,obd@ceepcb.com,黄若蕾,9144130072546497X7,114.3198777,22.98715446,CNE1000012P3,惠州中京电子科技股份有限公司,杨林,2000/12/22 0:00,,377780000,www.ceepcb.com
102082,2.01E+11,2580,圣阳股份,2017/12/31,电气机械及器材制造业,C38,山东省曲阜市圣阳路一号,山东省曲阜市圣阳路一号,273100,于海龙,0537-4435777,0537-4430400,zqb@sacredsun.cn,张赟,91370800169524686K,117.030052,35.58695709,CNE1000012Q1,山东圣阳电源股份有限公司,宋斌,1998/8/20 0:00,,354401307,www.sacredsun.cn
102083,2.01E+11,2581,未名医药,2017/12/31,医药制造业,C27,山东省淄博市张店区朝阳路18号,北京市海淀区上地西路39号北大生物城,100085,王立君,010-82899370,010-82899887,93308917@qq.com,,91370000726234826Q,116.3078742,40.03255809,CNE1000012Y5,山东未名生物医药股份有限公司,潘爱华,2000/1/18 0:00,,229145299,www.sdsinobioway.com
102084,2.01E+11,2582,好想你,2017/12/31,农副食品加工业,C13,河南省新郑市薛店镇,河南省郑州市新郑市薛店镇S102与中华路交叉口北,451162,豆妍妍,0371-62589968,0371-62589968,haoxiangni@haoxiangni.cn,,9141010017044574XL,113.7987336,34.49759075,CNE1000012Z2,好想你健康食品股份有限公司,石聚彬,1997/9/24 0:00,,515684160,www.haoxiangni.cn
102693,2.01E+11,2583,海能达,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市南山区高新区北区北环路9108号海能达大厦,广东省深圳市南山区高新区北区北环路9108号海能达大厦,518057,陈清州(代),0755-26972999-1170,0755-86133699-0110,stock@hytera.com,田智勇,91440300279422189D,113.9429986,22.55287965,CNE1000013B1,海能达通信股份有限公司,陈清州,1993/5/11 0:00,,1815023191,www.hytera.com
102719,2.01E+11,2584,西陇科学,2017/12/31,化学原料及化学制品制造业,C26,广东省汕头市潮汕路西陇中街1-3号,广东省广州市萝岗区科学城新瑞路6号,610663,邬军晖,020-62612188,020-62612188-356,wujh@xilongs.com,莫娇,91440500231666168R,113.4810663,23.15902483,CNE1000013M8,西陇科学股份有限公司,黄伟鹏,2001/11/13 0:00,,585216422,www.xlhg.com
102720,2.01E+11,2585,双星新材,2017/12/31,橡胶和塑料制品业,C29,江苏省宿迁市彩塑工业园区井头街1号,江苏省宿迁市彩塑工业园区井头街1号,223808,吴迪,0527-84252088,0527-84253042,wudi@shuangxingcaisu.com,花蕾,9.13213E+17,118.3313131,34.06016463,CNE1000013N6,江苏双星彩塑新材料股份有限公司,吴培服,1997/12/23 0:00,,1156278085,www.shuangxingcaisu.com
102721,2.01E+11,2586,围海股份,2017/12/31,土木工程建筑业,E48,浙江省宁波市高新区广贤路1009号,浙江省宁波市高新区广贤路1009号,315103,陈伟,0574-87901130,0574-87901002,ir@zjwh.com.cn,陈梦璐,9.13302E+17,121.6327057,29.88681607,CNE1000013P1,浙江省围海建设集团股份有限公司,冯全宏,1988/6/25 0:00,,1041976663,www.zjwh.com.cn
101953,2.01E+11,2587,奥拓电子,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市南山区粤海街道学府路63号高新区联合总部大厦10楼,广东省深圳市南山区粤海街道学府路63号高新区联合总部大厦10楼,518052,孔德建,0755-26719889,0755-26719890,kongdj@aoto.com,朱嘉文,9.14403E+17,113.9424372,22.52539467,CNE1000013V9,深圳市奥拓电子股份有限公司,吴涵渠,1993/5/12 0:00,,611385834,www.aoto.com
101971,2.01E+11,2588,史丹利,2017/12/31,化学原料及化学制品制造业,C26,山东省临沂市临沭县史丹利路,山东省临沂市临沭县史丹利路,276700,胡照顺,0539-6263620,0539-6263620,huzhaoshun@shidanli.cn,陈钊,91371300706066335J,118.6768105,34.91286576,CNE1000013W7,史丹利农业集团股份有限公司,高文班,1998/7/15 0:00,,1157268000,www.shidanli.cn
101972,2.01E+11,2589,瑞康医药,2017/12/31,批发业,F51,山东省烟台市芝罘区机场路326号,山东省烟台市芝罘区机场路326号,264004,周云,0535-6737695,0535-6737695,zhouyun@realcan.cn,王秀婷,91370000766690447B,121.3593535,37.44989878,CNE1000013X5,瑞康医药股份有限公司,韩旭,2004/9/21 0:00,,1504710471,www.realcan.cn
101974,2.01E+11,2590,万安科技,2017/12/31,汽车制造业,C36,浙江省诸暨市店口镇工业区,浙江省诸暨市店口镇工业区中央路188号,311835,李建林,0575-87658897,0575-87659719,lijl@vie.com.cn,何华燕,91330000716198796G,120.3383353,29.92665396,CNE1000013Y3,浙江万安科技股份有限公司,陈锋,1999/9/22 0:00,,479646926,www.vie.com.cn
102124,2.01E+11,2591,恒大高新,2017/12/31,化学原料及化学制品制造业,C26,江西省南昌市高新开发区金庐北路88号,江西省南昌市高新开发区金庐北路88号,330096,饶威,0791-88194572,0791-88197020,hengda002591@163.com,蔡云,91360106613024646A,115.9750381,28.69455249,CNE1000014V7,江西恒大高新技术股份有限公司,朱星河,1994/9/1 0:00,,306616909,www.heng-da.com
102125,2.01E+11,2592,八菱科技,2017/12/31,汽车制造业,C36,广西壮族自治区南宁市高新区工业园区科德路1号,广西壮族自治区南宁市高新区高新大道东段21号,530007,黄缘,0771-3216598,0771-3211338,nnblkj@baling.com.cn,甘燕霞,91450000729752557W,108.2798075,22.8687151,CNE100001930,南宁八菱科技股份有限公司,顾瑜,2004/11/29 0:00,,283331157,www.baling.com.cn
102126,2.01E+11,2593,日上集团,2017/12/31,汽车制造业,C36,福建省厦门市集美区杏林杏北路30号,福建省厦门市集美区杏林杏北路30号,361022,吴小红,0592-6666866,0592-6666899,stock@sunrise-ncc.com,邱碧华,91350200612260049W,118.0428075,24.56875627,CNE1000014Y1,厦门日上集团股份有限公司,吴子文,1995/8/1 0:00,,701145000,www.sunrise-ncc.com
103723,2.01E+11,2594,比亚迪,2017/12/31,汽车制造业,C36,广东省深圳市大鹏新区葵涌街道延安路一号,广东省深圳市坪山区比亚迪路3009号,518118,李黔,0755-89888888-62126,0755-84202222,db@byd.com,程燕;王海进,91440300192317458F,114.4333515,22.6328621,CNE100001526,比亚迪股份有限公司,王传福,2002/6/11 0:00,1211,2728143000,www.byd.com.cn
102151,2.01E+11,2595,豪迈科技,2017/12/31,专用设备制造业,C35,山东省高密市密水科技工业园豪迈路1号,山东省高密市密水科技工业园豪迈路1号,261500,李静,0536-2361002,0536-2361536,himile_zqb@himile.com,赵倩倩,9.13707E+17,119.7275558,36.34679371,CNE1000014X3,山东豪迈机械科技股份有限公司,张恭运,1995/3/31 0:00,,800000000,www.haomaikeji.com
102152,2.01E+11,2596,海南瑞泽,2017/12/31,非金属矿物制品业,C30,海南省三亚市崖城镇创意产业园区中央大道9号,海南省三亚市吉阳区迎宾大道488号,572011,于清池,0898-88710266,0898-88710266,yqc66888@163.com,秦庆,9.146E+17,109.5750565,18.27971978,CNE1000015B6,海南瑞泽新型建材股份有限公司,张海林,2002/4/27 0:00,,1074267206,www.hnruize.com
102228,2.01E+11,2597,金禾实业,2017/12/31,化学原料及化学制品制造业,C26,安徽省滁州市来安县城东大街127号,安徽省滁州市来安县城东大街127号,239200,仰宗勇,0550-5612755,0550-5602597,yangzongyong@ajhchem.com,刘洋,91341100796433177T,118.4518581,32.45684514,CNE1000015C4,安徽金禾实业股份有限公司,杨迎春,2006/12/25 0:00,,564236186,www.jinheshiye.com
102166,2.01E+11,2598,山东章鼓,2017/12/31,通用设备制造业,C34,山东省章丘市明水经济开发区世纪大道东首,山东省济南市章丘区明水经济开发区世纪大道东首,250200,方树鹏,0531-83250020,0531-83250085,sdzg@blower.cn,陈超,91370000163446410B,117.3739936,36.6945908,CNE1000015D2,山东省章丘鼓风机股份有限公司,方润刚,2006/1/13 0:00,,312000000,www.blower.cn
102167,2.01E+11,2599,盛通股份,2017/12/31,印刷和记录媒介复制业,C23,北京市北京经济技术开发区经海三路18号,北京市北京经济技术开发区经海三路18号,100176,肖薇,010-67871609,010-52249811,ir@shengtongprint.com,,91110000802209498L,116.5370616,39.80651877,CNE1000015K7,北京盛通印刷股份有限公司,栗延秋,2000/11/30 0:00,,324006118,www.shengtongprint.com
102169,2.01E+11,2600,领益智造,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省江门市蓬江区龙湾路8号,广东省江门市蓬江区龙湾路8号,529000,梁丽,0750-3506078,0750-3506111,liang_li@jpmf.com.cn,陈结文,91440700193957385W,113.0512265,22.56732613,CNE1000015L5,广东领益智造股份有限公司,曾芳勤,1975/7/1 0:00,,6783910951,www.jpmf.com.cn
102348,2.01E+11,2601,龙蟒佰利,2017/12/31,化学原料及化学制品制造业,C26,河南省焦作市中站区冯封办事处,河南省焦作市中站区冯封办事处,454191,张海涛,0391-3126666,0391-3126111,zht@lomonbillions.com,郝军杰,91410800173472241R,113.1721185,35.25513567,CNE1000015M3,龙蟒佰利联集团股份有限公司,许刚,1998/8/20 0:00,,2032095439,www.lomonbillions.com
102349,2.01E+11,2602,世纪华通,2017/12/31,汽车制造业,C36,浙江省绍兴市上虞区曹娥街道人民西路439号,浙江省绍兴市上虞区曹娥街道越爱路66号,312300,严正山,0575-82148872,0575-82208079,zhengshan_yan@sjhuatong.com,,91330000780477634Q,120.8512492,30.01306097,CNE1000015R2,浙江世纪华通集团股份有限公司,王苗通,2008/10/21 0:00,,1027092040,www.sjhuatong.com
102350,2.01E+11,2603,以岭药业,2017/12/31,医药制造业,C27,河北省石家庄市高新技术产业开发区天山大街238号,河北省石家庄市高新技术产业开发区天山大街238号,50035,吴瑞,0311-85901311,0311-85901311,wurui@yiling.cn,王华,9113000023565800XC,114.608378,38.02218678,CNE1000015S0,石家庄以岭药业股份有限公司,吴相君,2001/8/28 0:00,,1204635583,www.yiling.cn
102723,2.01E+11,2604,ST 龙力,2017/12/31,农副食品加工业,C13,山东省禹城市国家高新技术产业开发区,山东省禹城市国家高新技术产业开发区,251200,高立娟,0534-8103166,0534-8103168,llgf@longlive.cn,王金雷,91371400729258057H,116.7088739,36.9252401,CNE1000015T8,山东龙力生物科技股份有限公司,程少博,2001/6/12 0:00,,599561402,www.longlive.cn
102352,2.01E+11,2605,姚记扑克,2017/12/31,文教、工美、体育和娱乐用品制造业,C24,上海市嘉定区曹安路4218号,上海市嘉定区曹安路4218号,201804,李旋,021-69595008,021-69595008,secretarybd@yaojipoker.com,,91310000133616132H,121.2537264,31.27607774,CNE100001625,上海姚记扑克股份有限公司,姚文琛,1996/8/12 0:00,,397169187,www.yaojipoker.com
101992,2.01E+11,2606,大连电瓷,2017/12/31,电气机械及器材制造业,C38,辽宁省大连市经济技术开发区双D港辽河东路88号,辽宁省大连市经济技术开发区双D港辽河东路88号,116600,关欣,0411-84305686,0411-84307907,zqb@insulators.cn,王石,91210200118469736M,121.8922698,39.07471962,CNE100001633,大连电瓷集团股份有限公司,朱冠成,2003/11/25 0:00,,407496000,www.insulators.cn
101993,2.01E+11,2607,亚夏汽车,2017/12/31,零售业,F52,安徽省芜湖市鸠江区弋江北路亚夏汽车城,安徽省芜湖市鸠江区弋江北路亚夏汽车城,241000,周哈雷,0553-2871309,0553-2876077,board@yaxia.com,刘敏琴,91340200711040703A,118.3994326,31.3600807,CNE100001641,亚夏汽车股份有限公司,周夏耘,1999/8/25 0:00,,820335960,www.yaxia.com
101994,2.01E+11,2608,江苏国信,2017/12/31,电力、热力生产和供应业,D44,江苏省南京市玄武区长江路88号,江苏省南京市玄武区长江路88号,210005,章明,025-84679116,025-84679188,info2@jsgxgf.com,章明(代),91320000751254554N,118.7866906,32.04538793,CNE100001658,江苏国信股份有限公司,浦宝英,2003/6/16 0:00,,3253145323,www.jsgx.net/jsgxgf/index.aspx
102091,2.01E+11,2609,捷顺科技,2017/12/31,软件和信息技术服务业,I65,广东省深圳市福田区梅林街道龙尾路10号捷顺科技,广东省深圳市福田区梅林街道龙尾路10号捷顺科技,518049,唐健(代),0755-83112288,0755-83112306,tangjian@jieshun.cn,,9.14403E+17,114.0429115,22.57147117,CNE1000016J7,深圳市捷顺科技实业股份有限公司,唐健,2007/4/29 0:00,,666942601,jieshun@jieshun.cn
102153,2.01E+11,2610,爱康科技,2017/12/31,电气机械及器材制造业,C38,江苏省江阴市华士工业集中区红苗园区勤丰路1015号,江苏省张家港市经济技术开发区金塘西路101号,215600,张静,0512-82557563,0512-82557644,zhengquanbu@akcome.com,陈晨,91320200785557086A,120.4678738,31.7990649,CNE1000016H1,江苏爱康科技股份有限公司,邹承慧,2006/3/9 0:00,,4490861600,www.akcome.com
102154,2.01E+11,2611,东方精工,2017/12/31,专用设备制造业,C35,广东省佛山市南海区狮山镇强狮路2号,广东省佛山市南海区狮山镇强狮路2号,528225,杨雅莉,0757-86695489,0757-81098937,securities@vmtdf.com,朱宏宇,9.14406E+17,112.9926459,23.17687007,CNE1000016L3,广东东方精工科技股份有限公司,唐灼林,1996/12/9 0:00,,1149154435,www.vmtdf.com
102155,2.01E+11,2612,朗姿股份,2017/12/31,纺织服装、服饰业,C18,北京市顺义区马坡镇白马路63号,北京市朝阳区西大望路27号大郊亭南街3号院1号楼(朗姿大厦),100022,王建优,010-53518800-8179,010-59297211,wangjianyou@lancygroup.com,王艳秋,9111000079598548XH,116.4873299,39.88692737,CNE1000016M1,朗姿股份有限公司,申东日,2006/11/9 0:00,,400000000,www.lancygroup.com
102178,2.01E+11,2613,北玻股份,2017/12/31,专用设备制造业,C35,河南省洛阳市高新区滨河路20号,河南省洛阳市高新区滨河路20号,471003,常海明,0379-65110505,0379-64330181,beibogufen@126.com,王鑫,91410300171125094X,112.3986241,34.61408304,CNE1000016N9,洛阳北方玻璃技术股份有限公司,高学明,2000/5/17 0:00,,937170000,www.northglass.com
102179,2.01E+11,2614,奥佳华,2017/12/31,专用设备制造业,C35,福建省厦门市思明区前埔路168号(五楼),福建省厦门市思明区前埔路168号(五楼),361008,李巧巧,0592-3795739,0592-3795724,cindyli@easepal.com.cn,郑家双,91350200260060034P,118.1718976,24.47709394,CNE100001740,奥佳华智能健康科技集团股份有限公司,邹剑寒,1996/8/1 0:00,,560704000,www.easepal.com.cn
102262,2.01E+11,2615,哈尔斯,2017/12/31,金属制品业,C33,浙江省永康市经济开发区哈尔斯路1号,浙江省永康市经济开发区哈尔斯路1号,321300,张明,0579-89295369,0579-89295392,zqb@haers.com,佘砚,91330000255072786B,120.0962597,28.89614831,CNE100001732,浙江哈尔斯真空器皿股份有限公司,吕强,1996/5/23 0:00,,410400000,www.haersgroup.com
102263,2.01E+11,2616,长青集团,2017/12/31,电气机械及器材制造业,C38,广东省中山市小榄工业大道南42号,广东省中山市小榄工业大道南42号,528415,张蓐意,0760-22583660,0760-89829008,DMOF@chinachant.com,苏慧仪,9.1442E+17,113.3926045,22.5159646,CNE1000016Z3,广东长青(集团)股份有限公司,何启强,1993/8/6 0:00,,743106144,www.chinachant.com
102264,2.01E+11,2617,露笑科技,2017/12/31,电气机械及器材制造业,C38,浙江省诸暨市店口镇露笑路38号,浙江省诸暨市店口镇露笑路38号,311814,李陈涛,0575-89072976,0575-89072975,roshow@roshowtech.com,李陈涛,9133000014621022X1,120.3063968,29.91397327,CNE1000016Y6,露笑科技股份有限公司,鲁永,1989/5/24 0:00,,734824767,www.roshowtech.com
102265,2.01E+11,2618,丹邦科技,2017/12/31,计算机、通信和其他电子设备制造业,C39,广东省深圳市南山区高新园朗山一路丹邦科技大楼,广东省深圳市南山区高新园朗山一路丹邦科技大楼,518057,莫珊洁,"0755-26511518,26981518",0755-26981518-8518,msj@danbang.com,,91440300732076027R,113.9402579,22.54120916,CNE1000016X8,深圳丹邦科技股份有限公司,刘萍,2001/11/20 0:00,,547920000,www.danbang.com
102658,2.01E+11,2619,艾格拉斯,2017/12/31,互联网和相关服务,I64,浙江省金华市婺城新区临江工业园区(白龙桥镇湖家),北京市海淀区花园北路35号院9号楼健康智谷大厦11层,100191,刘汉玉,010-82356080,010-82356080,liuhanyu@egls.cn,康思然,91330000704541761G,119.5312331,29.12034709,CNE1000017B2,艾格拉斯股份有限公司,王双义,2001/6/26 0:00,,1844896231,www.egls.cn
102357,2.01E+11,2620,瑞和股份,2017/12/31,建筑装饰和其他建筑业,E50,广东省深圳市罗湖区深南东路3027号瑞和大厦,广东省深圳市罗湖区深南东路3027号瑞和大厦,518001,洪似心,0755-33916666,0755-33916666-8922,zqb@sz-ruihe.com,戚鲲文,9.14403E+17,114.1210703,22.54339528,CNE1000017C0,深圳瑞和建筑装饰股份有限公司,叶志彪,1992/8/18 0:00,,362500000,www.sz-ruihe.com
102661,2.01E+11,2621,三垒股份,2017/12/31,专用设备制造业,C35,辽宁省大连市高新技术产业园区七贤岭爱贤街33号,辽宁省大连市高新技术产业园区七贤岭爱贤街33号,116024,金秉铎,0411-81760071,0411-84791610,sljinbd@163.com,郭东浩,91210200751579797A,121.5479175,38.87551132,CNE1000017D8,大连三垒机器股份有限公司,陈鑫,2003/8/29 0:00,,337500000,www.slsj.com.cn
102662,2.01E+11,2622,融钰集团,2017/12/31,电气机械及器材制造业,C38,吉林省吉林市船营区迎宾大路98号,北京市朝阳区建国门外大街甲8号IFC大厦A座36层,100020,黄佳慧,0432-64602099,0432-64602099,hjh82@163.com,,9.12202E+17,126.4732594,43.8706057,CNE1000017F3,融钰集团股份有限公司,尹宏伟,1998/11/6 0:00,,840000000,www.royalholding.cn
101963,2.01E+11,2623,亚玛顿,2017/12/31,非金属矿物制品业,C30,江苏省常州市天宁区青龙东路639号,江苏省常州市天宁区青龙东路639号,213021,刘芹,0519-88880015-8301,0519-88880017,amd@czamd.com,,91320400791967559J,120.0302428,31.79205267,CNE1000018Y2,常州亚玛顿股份有限公司,林金锡,2006/9/11 0:00,,160000000,www.czamd.com
107665,2.01E+11,2624,完美世界,2017/12/31,互联网和相关服务,I64,浙江省湖州市德清县钟管镇龙山路117号,北京市朝阳区北苑路86号完美世界大厦,100101,王巍巍,010-57806688,010-57805227,zhengquanbu@pwrd.com,随志杰,9.133E+17,120.1687577,30.62989329,CNE1000018W6,完美世界股份有限公司,池宇峰,1999/8/27 0:00,,1314609851,www.pwrd.com
107867,2.01E+11,2625,光启技术,2017/12/31,汽车制造业,C36,浙江省杭州市桐庐县富春江镇机械工业区,广东省深圳市南山区高新中一道9号软件大厦三层;浙江省杭州市桐庐县富春江镇机械工业区,"518,057,311,504",高菁,0755-86581658,0755-86329077,ir@kc-t.cn,刘天子,91330000730337692W,119.6417236,29.75474577,CNE1000018P0,光启技术股份有限公司,刘若鹏,2001/7/18 0:00,,1267511727,www.kc-t.cn
107523,2.01E+11,2626,金达威,2017/12/31,食品制造业,C14,福建省厦门市海沧新阳工业区,福建省厦门市海沧新阳工业区阳光西路299号,361028,洪彦,0592-3781760,0592-6515151,hongyan@kingdomway.com,常芃,91350200612033399C,118.0164016,24.5214822,CNE1000018X4,厦门金达威集团股份有限公司,江斌,1997/11/24 0:00,,616481927,www.kingdomway.com
107699,2.01E+11,2627,宜昌交运,2017/12/31,道路运输业,G54,湖北省宜昌市港窑路5号,湖北省宜昌市港窑路5号,443003,胡军红,0717-6451437,0717-6443860,hjh@ycjyjt.com,王凤琴,9.14205E+17,111.3145889,30.67992802,CNE1000018Q8,湖北宜昌交运集团股份有限公司,江永,1998/8/10 0:00,,185126223,www.ycjyjt.com
107913,2.01E+11,2628,成都路桥,2017/12/31,土木工程建筑业,E48,四川省成都市武侯区武科东四路11号,四川省成都市武侯区武科东四路11号,610045,郭皓,028-85003688,028-85003588,zqb@cdlq.com,张磊,91510100201906095N,103.9893445,30.63564112,CNE1000018R6,成都市路桥工程股份有限公司,周维刚,1988/5/28 0:00,,737416215,www.cdlq.com
107642,2.01E+11,2629,仁智股份,2017/12/31,开采辅助活动,B11,浙江省温州市经济技术开发区滨海六路2180号旭日小区1幢108室,上海市浦东新区民生路1299号丁香国际商业中心,200135,陈昊旻(代),021-68580565,021-68580319,ofc_board@renzhi.cn,唐倩,9.15107E+17,120.8188087,27.86203417,CNE1000018S4,浙江仁智股份有限公司,陈昊旻,2006/9/27 0:00,,411948000,www.chinarenzhi.com
107566,2.01E+11,2630,华西能源,2017/12/31,通用设备制造业,C34,四川省自贡市高新工业园区荣川路66号,四川省自贡市高新工业园区荣川路66号,643000,徐琳,0813-4736870,0813-4736870,xl0757@163.com,李大江,91510300762306858F,104.8044934,29.33093636,CNE100001948,华西能源工业股份有限公司,黎仁超,2004/5/18 0:00,,738000000,www.cwpc.com.cn
107743,2.01E+11,2631,德尔未来,2017/12/31,木材加工及木、竹、藤、棕、草制品业,C20,江苏省苏州市吴江区七都镇七都大道,江苏省苏州市吴江区盛泽镇西环路499号德尔广场3号楼,215228,何霞,0512-63537615,0512-63537615,zbhexia@der.com.cn,尤晓英,91320500767387634T,120.3959408,30.94740391,CNE100001955,德尔未来科技控股集团股份有限公司,汝继勇,2004/12/2 0:00,,650480000,www.der.com.cn
107790,2.01E+11,2632,道明光学,2017/12/31,化学原料及化学制品制造业,C26,浙江省永康市象珠镇象珠工业区3号迎宾大道1号,浙江省永康市经济开发区东吴路581号,321399,尤敏卫,0579-87321111,0579-87312889,stock@chinadaoming.com,钱婷婷,9133000066917394XU,120.0613388,28.93910653,CNE100001971,道明光学股份有限公司,胡智彪,2007/11/22 0:00,,626420744,www.chinadaoming.com
107758,2.01E+11,2633,申科股份,2017/12/31,通用设备制造业,C34,浙江省诸暨市陶朱街道望云路132号,浙江省诸暨市陶朱街道望云路132号,311800,蔡靓燕,0575-89005608,0575-89005609,zhengquan@shenke.com,蔡靓燕,9.133E+17,120.2190259,29.71859532,CNE100001989,申科滑动轴承股份有限公司,何建南,1996/12/5 0:00,,150000000,www.shenke.com
107759,2.01E+11,2634,棒杰股份,2017/12/31,纺织服装、服饰业,C18,浙江省义乌市苏溪镇镇南小区,浙江省义乌市苏溪镇镇南小区苏溪大道510号,322009,刘朝阳,0579-85920903,0579-85922004,liuzhaoy56@163.com,林明波,91330000609786138W,120.1313658,29.40959724,CNE1000019G7,浙江棒杰数码针织品股份有限公司,陶建伟,1993/8/3 0:00,,461002575,www.bangjie.cn
107651,2.01E+11,2635,安洁科技,2017/12/31,计算机、通信和其他电子设备制造业,C39,江苏省苏州市吴中区光福镇福锦路8号,江苏省苏州市吴中区光福镇福锦路8号,215159,马玉燕,0512-66316043,0512-66596419,zhengquan@anjiesz.com,王甜甜,9.13205E+17,120.4023454,31.27818523,CNE1000019B8,苏州安洁科技股份有限公司,吕莉,1999/12/16 0:00,,752233872,www.anjiesz.com
107664,2.01E+11,2636,金安国纪,2017/12/31,计算机、通信和其他电子设备制造业,C39,上海市松江工业区宝胜路33号,上海市松江工业区宝胜路33号,201613,程敬,021-57747138,021-67742902,gdmir@goldenmax.cn,,9.131E+17,121.2653352,31.02457575,CNE1000019C6,金安国纪科技股份有限公司,韩涛,2000/10/19 0:00,,728000000,www.goldenmax.cn
107522,2.01E+11,2637,赞宇科技,2017/12/31,化学原料及化学制品制造业,C26,浙江省杭州市城头巷128号,浙江省杭州市西湖区古墩路702号,310030,任国晓,0571-87830848,0571-87830847,office@zzytech.com,郑乐东,91330000723629902K,120.0966594,30.31058234,CNE1000019D4,赞宇科技集团股份有限公司,方银军,2000/9/19 0:00,,422200000,www.zzytech.com
